Unit Address,Property Name,Distance,Neighborhood,Property Flags,Unnamed: 5,Property Group,Latitude,Longitude
"5000 River Rd,  Olympic Valley, CA, 96146, US",Riverside By Palisades Tahoe,089-3-10.6 Bridge Two,Olympic Valley,,,Ski Lease Only,,
"510 Kimberly Dr.,  Tahoe City, CA, 96145, US",Arcadia Manor on the West Shore,089-3-16.3 Granlibakken,Tahoe City,,,Summer 5 NT,39.1611537,-120.1495978
"5101 N Lake Blvd #59,  Carnelian Bay, CA, 96140, US",Carnelian Woods #59,267-2-20.7 Carnelian Woods,Carnelian Bay,,,Summer 5 NT,,
"5101 N. Lake Blvd #57,  Carnelian Bay, CA, 96140, US",Carnelian Woods #57,267-2-20.3 Sahara,Carnelian Bay,,,Summer 5 NT,,
"5230 North Lake Blvd,  Carnelian Bay, CA, 96140, US",Aqua Vista Lakefront Estate,267-2-20.3 Sahara,Carnelian Bay,,,Summer 7 NT,39.2267816,-120.0782655
"529 Beaver Street,  Kings Beach, CA, 96143, US",Beaver Lake View Retreat,267-2-17.9 Brockway,Tahoe Vista/Kings Beach,,,Summer 5 NT,39.2397554,-120.01566
"539 Pioneer Way,  Tahoe City, CA, 96145, US",Pioneer Lake View Retreat,267-2-25.9 Grove,Tahoe City,Managed Services: Y,,Summer 5 NT,39.1756955,-120.1431883
"550 Tunnington Drive,  Carnelian Bay, CA, 96140, US",Falcon's Rest,267-2-22.2 Terrace,Carnelian Bay,,,Summer 5 NT,,
"5549 Lagoon Rd,  Homewood, CA, 96141, US",Azure Retreat on the West Shore,089-4-22.2 Ski Bowl,Homewood/Tahoma,,,Summer 5 NT,,
"5600 West Lake Blvd,  Homewood, CA, 96141, US",Valhalla Lakefront on the West Shore,089-4-24.1 McKinney,Homewood/Tahoma,,,Summer 7 NT,39.081764,-120.1582719
"5631 Sahara Dr.,  Carnelian Bay, CA, 96140, US",Tahoe Dreamer,267-2-20.3 Sahara,Carnelian Bay,,,Summer 5 NT,39.2288874,-120.0769178
"564 Brassie Ave,  Tahoe Vista, CA, 96148, US",Tahoe Time,267-2-16.8 Brassie,Tahoe Vista/Kings Beach,,,Summer 5 NT,,
"565 Ward Ave,  Tahoe City, CA, 96145, US",Ward Creek Retreat,089-3-18.6 Pineland,Tahoe City,,,Summer 5 NT,,
"567 Tallac St,  Carnelian Bay, CA, 96140, US",Cobalt Cabin,267-2-20.7 Carnelian Woods,Carnelian Bay,,,Summer 5 NT,39.2270709,-120.0863019
"568 Hidden Lake Loop,  Olympic Valley, CA, 96146, US",Crown Peak at Olympic Valley,089-3-12.1 Wayne,Olympic Valley,,,Monthly Lease Only,39.2087804,-120.2144886
"5732 Uplands Rd,  Carnelian Bay, CA, 96140, US",Four Summits,267-2-20.3 Sahara,Carnelian Bay,,,Summer 5 NT,,
"5775 Lagoon,  Homewood, CA, 96141, US",Songbird Cabin at Chambers,089-4-23.2 Chambers Landing,Homewood/Tahoma,,,Summer 7 NT,,
"5784 North Lake Blvd,  Carnelian Bay, CA, 96140, US",Beyond The Blue Lakefront Escape,267-2-19.3 Agate,Carnelian Bay,,,Summer 7 NT,39.2262999,-120.0740906
"584 Brassie Ave,  Tahoe Vista, CA, 96148, US",Diana's Cabin,267-2-16.8 Brassie,Tahoe Vista/Kings Beach,,,Summer 5 NT,,
"5890 North Lake Blvd.,  Carnelian Bay, CA, 96140, US",Glistening Shores Lakefront,267-2-19.3 Agate,Carnelian Bay,,,7 NT Year-Round,39.2262999,-120.0740906
"6023 N. Lake Blvd,  Carnelian Bay, CA, 96140, US",Reflections Lakeview Cabin,267-2-19.3 Agate,Carnelian Bay,,,Summer 7 NT,39.2262999,-120.0740906
"6093 Rocky Point Circle,  Truckee, CA, 96161, US",Rocky Point #93 at Northstar,267-2-12.6 Martis Landing,Northstar,,,Summer 3 NT,,
"6114 Rocky Point Circle,  Truckee, CA, 96161, US",Rocky Point #14 at Northstar,267-2-12.6 Martis Landing,Northstar,,,Summer 3 NT,,
"622 Victor Place,  Olympic Valley, CA, 96146, US",Victory Place at Palisades Tahoe,089-3-11.6 Victor,Olympic Valley,,,Summer 3 NT,39.2081049,-120.2134251
"625 Tunnington Dr,  Carnelian Bay, CA, 96140, US",Winterland Cottage,267-2-22.2 Terrace,Carnelian Bay,,,Ski Lease Only,,
"6400 W Lake Blvd #9,  Homewood, CA, 96141, US",Chambers Lakeside Retreat,089-4-23.2 Chambers Landing,Homewood/Tahoma,,,Summer 5 NT,,
"6405 Chamberlands Dr.,  Tahoma, CA, 96142, US",Splendid at Chamberlands,089-4-23.2 Chambers Landing,Homewood/Tahoma,,,Summer 5 NT,,
"6418 Wildwood Rd.,  Tahoe Vista, CA, 96148, US",Wildwood Escape,267-2-18.5 Estates,Tahoe Vista/Kings Beach,,,Summer 5 NT,39.2444282,-120.059629
"6500 River Road,  Truckee, CA, 96161, US",Bullshead Lodge at Palisades Tahoe,089-3-09.2 Silver Creek,Olympic Valley,,,Summer 5 NT,,
"675 West Court,  Carnelian Bay, CA, 96140, US",North Shore Bliss,267-2-22.5 Lardin,Carnelian Bay,,,Summer 5 NT,,
"6844 North Lake Blvd #1,  Tahoe Vista, CA, 96148, US",Sandy Cove on the North Shore,267-2-18.2 National,Tahoe Vista/Kings Beach,,,Summer 7 NT,,
"6974 Grey Lane,  Tahoe Vista, CA, 96148, US",Agate Bay Gem,267-2-18.2 National,Tahoe Vista/Kings Beach,,,Summer 5 NT,39.2437497,-120.0494264
"7028 Allenby Way,  Tahoe Vista, CA, 96148, US",Away on Allenby,267-2-15.8 Regency,Tahoe Vista/Kings Beach,,,Summer 5 NT,,
"7077 Lewis,  Tahoma, CA, 96142, US",Hooga House on the West Shore,089-4-24.1 McKinney,Homewood/Tahoma,,,Summer 5 NT,39.0648573,-120.1402927
"710 Conifer,  Truckee, CA, 96161, US",Sleeping Bear Lodge at Northstar,267-2-11.8 Basque,Northstar,,,Summer 3 NT,39.3160137,-120.2904986
"717 Conifer,  Truckee, CA, 96161, US",Compass Luxury Lodge at Northstar,267-2-11.8 Basque,Northstar,,,Summer 3 NT,39.3160137,-120.2904986
"720 Ward Creek,  Tahoe City, CA, 96145, US",West Shore Bliss,089-3-18.6 Pineland,Tahoe City,,,Summer 7 NT,,
"7201 Timber Wolf Drive,  Tahoma, CA, 96142, US",Wolf Den Retreat,089-4-24.2 Elm,Homewood/Tahoma,,,Summer 5 NT,39.0605366,-120.134664
"7243 Larkspur Court,  Truckee, CA, 96161, US",Village Walk at Northstar,267-2-12.3 Larkspur,Northstar,,,Summer 3 NT,,
"7282 3rd Avenue,  Tahoma, CA, 96142, US",Tahoma Charm,089-4-24.5 Pine,Homewood/Tahoma,,,Summer 5 NT,39.0580376,-120.1269587
"7326 Chinkapin,  Tahoma, CA, 96142, US",Tippy Canoe on the West Shore,089-4-24.2 Elm,Homewood/Tahoma,,,Summer 5 NT,39.0583711,-120.1370057
"739 Conifer,  Truckee, CA, 96161, US",Iron Horse Ski Lease at Northstar,267-2-11.8 Basque,Northstar,,,Ski Lease Only,39.3160137,-120.2904986
"74 Trinity Court,  Tahoe City, CA, 96145, US",Gambrel Ski Chalet at Dollar Point,267-2-23.9 Edgewater,Dollar Point,,,Summer 5 NT,,
"7442 North Lake Boulevard,  Tahoe Vista, CA, 96148, US",Lakeside Escape,267-2-18.0 Moon Dunes,Tahoe Vista/Kings Beach,,,Summer 5 NT,39.2386474,-120.0416132
"7518 Larkspur Lane,  Truckee, CA, 96161, US",Larkspur Luxe at Northstar,267-2-12.3 Larkspur,Northstar,,,Summer 3 NT,,
"755 John McKinney Dr.,  Truckee, CA, 96161, US",Beaufort Luxury at Lahontan,267-2-09.4 Lahontan,Lahontan,,,Monthly Lease Only,,
"7675 Lahontan,  Truckee, CA, 96161, US",Lahontan Luxury,267-2-09.4 Lahontan,Lahontan,,,Monthly Lease Only,,
"7708 North Lake Blvd,  Tahoe Vista, CA, 96148, US",Waves End Lakefront,267-2-16.8 Brassie,Tahoe Vista/Kings Beach,,,Summer 7 NT,39.2386404,-120.0420222
"7804 Lincoln Green Drive,  Tahoe Vista, CA, 96148, US",Tahoe Wanderer on the North Shore,267-2-16.4 Commonwealth,Tahoe Vista/Kings Beach,,,Summer 5 NT,,
"7828 River Road, Bridge 10,  Truckee, CA, 96161, US",Painted River Retreat,089-3-09.2 Silver Creek,Truckee,,,Summer 5 NT,,
"80 Observation Dr,  Tahoe City, CA, 96145, US",Lake Haven at Dollar Point,267-2-23.9 Edgewater,Dollar Point,,,Summer 7 NT,,
"8012 Fleur Du Lac,  Truckee, CA, 96161, US",Martis Camp Barn Cabin 305,267-2-10.4 Martis Camp,Martis Camp,,,Summer 5 NT,,
"820 Beaver Pond,  Truckee, CA, 96161, US",Snowbird Retreat at Northstar,267-2-11.9 Beaver Pond,Northstar,,,Summer 3 NT,,
"8204 Meeks Bay Ave,  Tahoma, CA, 96142, US",Lands End at Meeks Bay,089-4-28.1 Beach,Homewood/Tahoma,,,Monthly Lease Only,,
"8450 Lahontan Drive,  Truckee, CA, 96161, US",Storybook Lodge at Lahontan,267-2-09.4 Lahontan,Lahontan,,,Monthly Lease Only,,
"8460 Newhall Drive,  Truckee, CA, 96161, US",Constellation at Martis Camp,267-2-10.4 Martis Camp,Martis Camp,,,Monthly Lease Only,,
"85 Tahoma Way,  Tahoe City, CA, 96145, US",Base Camp at Dollar Point,267-2-23.8 Marlette,Dollar Point,,,Summer 5 NT,,
"8520 Lahontan Drive,  Truckee, CA, 96161, US",Legacy Lodge at Lahontan,267-2-09.4 Lahontan,Lahontan,,,Monthly Lease Only,,
"8580 Kilbarchan Ct,  Truckee, CA, 96161, US",Little Chief at Martis Camp,267-2-10.4 Martis Camp,Martis Camp,,,Monthly Lease Only,,
"8590 Kilbarchan,  Truckee, CA, 96161, US",Big Chief Lodge at Martis Camp,267-2-10.4 Martis Camp,Martis Camp,,,Monthly Lease Only,,
"8615 Huntington Ct.,  Truckee, CA, 96161, US",Ambiance at Martis Camp,267-2-10.4 Martis Camp,Martis Camp,,,Monthly Lease Only,,
"8675 Beach Lane,  Tahoma, CA, 96142, US",Rubicon Bay Lakefront,089-4-28.1 Beach,Homewood/Tahoma,,,Summer 7 NT,,
"87 Whitney Court,  Tahoe City, CA, 96145, US",View at Dollar Point,267-2-23.9 Edgewater,Dollar Point,,,Summer 7 NT,,
"8748 Brockway Vista Avenue,  Kings Beach, CA, 96143, US",Beach Haven Lakefront,267-2-17.9 Brockway,Tahoe Vista/Kings Beach,,,Summer 7 NT,39.2333799,-120.0179801
"8954 Crest Dr.,  Tahoma, CA, 96142, US",Endless Lakeview at Rubicon,089-4-29.2 Woodland,Homewood/Tahoma,,,Monthly Lease Only,,
"9 Tahoma Ave,  Tahoe City, CA, 96145, US",Clouds Rest at Dollar Point,267-2-23.8 Marlette,Dollar Point,,,Summer 5 NT,,
"900 Snow Shoe Road,  Tahoe City, CA, 96145, US",Tahoe Point of View,089-3-18.5 Tahoe Park Heights,Tahoe Park,,,Summer 5 NT,,
"9030 Versant Ct,  Truckee, CA, 96161, US",Sleek Serenity at Schaffer's Mill,267-2-09.2 Carson Range,Schaffer's Mill,,,Summer 3 NT,,
"9092 Woodland Ct,  Tahoma, CA, 96142, US",Sierra Lake View at Rubicon Bay,089-4-29.2 Woodland,Homewood/Tahoma,,,Summer 7 NT,,
"915 Woodside Dr,  Tahoma, CA, 96142, US",Woodside Lodge,089-4-24.1 McKinney,Homewood/Tahoma,Managed Services: Y,,Summer 5 NT,39.0622216,-120.1490729
"9220 Emerald Bay Rd,  South Lake Tahoe, CA, 96150, US",Gold Coast Lake Front Estate,089-4-30.3 Two Ring,Homewood/Tahoma,,,7 NT Year-Round,38.9149171,-120.0060877
"93 Winding Creek,  Olympic Valley, CA, 96146, US",Swiss Chalet at Palisades Tahoe,089-3-11.5 Winding Creek,Olympic Valley,,,Summer 3 NT,,
"930 Holly Rd,  Tahoe City, CA, 96145, US",Ellis Peak Retreat,089-3-16.6 Cathedral,Tahoe City,,,Summer 5 NT,,
"930 Sierra Vista,  Homewood, CA, 96141, US",Eagle Rock Lodge,089-4-20.3 Eagle Rock,Homewood/Tahoma,,,Summer 7 NT,,
"930 Ward Creek Blvd,  Tahoe City, CA, 96145, US",Pineland Chalet,089-3-18.6 Pineland,Tahoe City,,,Summer 5 NT,,
"9305 Heartwood,  Truckee, CA, 96161, US",Rising Sun Retreat at Schaffer's Mill,267-2-09.3 Heartwood,Schaffer's Mill,,,Summer 7 NT,,
"9316 Nine Bark Rd,  Truckee, CA, 96161, US",Big Sky Retreat at Schaffer's Mill,267-2-09.2 Carson Range,Schaffer's Mill,Managed Services: Y,,Managed Services,,
"9324 Nine Bark,  Truckee, CA, 96161, US",Elegance at Schaffer's Mill,267-2-09.2 Carson Range,Schaffer's Mill,,,Summer 7 NT,,
"9500 Dunsmuir,  Truckee, CA, 96161, US",Platinum Place at Martis Camp,267-2-10.4 Martis Camp,Martis Camp,,,Monthly Lease Only,,
"9535 Dunsmuir,  Truckee, CA, 96161, US",Everlasting at Martis Camp,267-2-10.4 Martis Camp,Martis Camp,,,Monthly Lease Only,,
"9625 Brockway Springs Dr,  Kings Beach, CA, 96143, US",Brockway Springs Jewel,267-2-17.9 Brockway,Tahoe Vista/Kings Beach,,,Monthly Lease Only,,
"9718 Hunter House,  Truckee, CA, 96161, US",Prestige Place at Martis Camp,267-2-10.4 Martis Camp,Martis Camp,,,Monthly Lease Only,,
"9731 Sean Place,  Truckee, CA, 96161, US",Coyote Run Retreat,267-2-07.2 Autumn,Truckee,,,Summer 5 NT,,
"9745 Brockway Springs Dr,  Kings Beach, CA, 96143, US",Splitrock Gem,267-2-17.9 Brockway,Tahoe Vista/Kings Beach,,,Monthly Lease Only,,
"9821 Yacht St.,  Kings Beach, CA, 96143, US",Landfall on the North Shore,267-2-17.9 Brockway,Tahoe Vista/Kings Beach,,,Summer 5 NT,39.2266112,-120.0098257
"9902 Lake St,  Kings Beach, CA, 96143, US",Spellbound Lakefront Lodge,267-2-17.9 Brockway,Tahoe Vista/Kings Beach,,,Summer 7 NT,39.223747,-120.00842
